"","V4","V5","V6","V7"
"5934","FBgn0032264","R11G11.14","WBGene00020016",23
"5935","FBgn0032264","ZK6.7","WBGene00022642",23
"5936","FBgn0032271","Y57E12B.3","WBGene00021963",23
"5937","FBgn0032271","F01G10.7","WBGene00008510",23
"5938","FBgn0032271","Y50E8A.7","WBGene00013050",23
"5939","FBgn0032271","K04A8.5","WBGene00019376",23
"5940","FBgn0032271","F54F3.3","WBGene00010062",23
"5941","FBgn0032271","F46B6.8","WBGene00009773",23
"5942","FBgn0032271","R11G11.14","WBGene00020016",23
"5943","FBgn0032271","ZK6.7","WBGene00022642",23
"5944","FBgn0051872","Y57E12B.3","WBGene00021963",23
"5945","FBgn0051872","F01G10.7","WBGene00008510",23
"5946","FBgn0051872","Y50E8A.7","WBGene00013050",23
"5947","FBgn0051872","K04A8.5","WBGene00019376",23
"5948","FBgn0051872","F54F3.3","WBGene00010062",23
"5949","FBgn0051872","F46B6.8","WBGene00009773",23
"5950","FBgn0051872","R11G11.14","WBGene00020016",23
"5951","FBgn0051872","ZK6.7","WBGene00022642",23
"5952","FBgn0043825","Y57E12B.3","WBGene00021963",23
"5953","FBgn0043825","F01G10.7","WBGene00008510",23
"5954","FBgn0043825","Y50E8A.7","WBGene00013050",23
"5955","FBgn0043825","K04A8.5","WBGene00019376",23
"5956","FBgn0043825","F54F3.3","WBGene00010062",23
"5957","FBgn0043825","F46B6.8","WBGene00009773",23
"5958","FBgn0043825","R11G11.14","WBGene00020016",23
"5959","FBgn0043825","ZK6.7","WBGene00022642",23
"5960","FBgn0032275","Y57E12B.3","WBGene00021963",23
"5961","FBgn0032275","F01G10.7","WBGene00008510",23
"5962","FBgn0032275","Y50E8A.7","WBGene00013050",23
"5963","FBgn0032275","K04A8.5","WBGene00019376",23
"5964","FBgn0032275","F54F3.3","WBGene00010062",23
"5965","FBgn0032275","F46B6.8","WBGene00009773",23
"5966","FBgn0032275","R11G11.14","WBGene00020016",23
"5967","FBgn0032275","ZK6.7","WBGene00022642",23
"5968","FBgn0024740","Y57E12B.3","WBGene00021963",23
"5969","FBgn0024740","F01G10.7","WBGene00008510",23
"5970","FBgn0024740","Y50E8A.7","WBGene00013050",23
"5971","FBgn0024740","K04A8.5","WBGene00019376",23
"5972","FBgn0024740","F54F3.3","WBGene00010062",23
"5973","FBgn0024740","F46B6.8","WBGene00009773",23
"5974","FBgn0024740","R11G11.14","WBGene00020016",23
"5975","FBgn0024740","ZK6.7","WBGene00022642",23
"5976","FBgn0034990","Y57E12B.3","WBGene00021963",23
"5977","FBgn0034990","F01G10.7","WBGene00008510",23
"5978","FBgn0034990","Y50E8A.7","WBGene00013050",23
"5979","FBgn0034990","K04A8.5","WBGene00019376",23
"5980","FBgn0034990","F54F3.3","WBGene00010062",23
"5981","FBgn0034990","F46B6.8","WBGene00009773",23
"5982","FBgn0034990","R11G11.14","WBGene00020016",23
"5983","FBgn0034990","ZK6.7","WBGene00022642",23
"5984","FBgn0023496","Y57E12B.3","WBGene00021963",23
"5985","FBgn0023496","F01G10.7","WBGene00008510",23
"5986","FBgn0023496","Y50E8A.7","WBGene00013050",23
"5987","FBgn0023496","K04A8.5","WBGene00019376",23
"5988","FBgn0023496","F54F3.3","WBGene00010062",23
"5989","FBgn0023496","F46B6.8","WBGene00009773",23
"5990","FBgn0023496","R11G11.14","WBGene00020016",23
"5991","FBgn0023496","ZK6.7","WBGene00022642",23
"5992","FBgn0051871","Y57E12B.3","WBGene00021963",23
"5993","FBgn0051871","F01G10.7","WBGene00008510",23
"5994","FBgn0051871","Y50E8A.7","WBGene00013050",23
"5995","FBgn0051871","K04A8.5","WBGene00019376",23
"5996","FBgn0051871","F54F3.3","WBGene00010062",23
"5997","FBgn0051871","F46B6.8","WBGene00009773",23
"5998","FBgn0051871","R11G11.14","WBGene00020016",23
"5999","FBgn0051871","ZK6.7","WBGene00022642",23
"6000","FBgn0040007","C06B8.8","WBGene00004452",1
"6001","FBgn0031143","C16C10.10","WBGene00006448",1
"6002","FBgn0086656","R12C12.5","WBGene00020025",1
"6003","FBgn0086656","C56C10.3","WBGene00016961",1
"6004","FBgn0086656","C37C3.3","WBGene00016497",1
"6005","FBgn0036756","ZC190.1","WBGene00000541",1
"6006","FBgn0036756","F07B10.1","WBGene00000539",1
"6007","FBgn0036756","C01G8.2","WBGene00000540",1
"6008","FBgn0043458","T24C4.6","WBGene00020762",1
"6009","FBgn0029514","K12H4.2","WBGene00019677",1
"6010","FBgn0030838","C36E6.2","WBGene00016490",1
"6011","FBgn0003209","C02C6.2","WBGene00007260",1
"6012","FBgn0036300","F52B11.2","WBGene00009925",1
"6013","FBgn0036292","Y87G2A.11","WBGene00013599",1
"6014","FBgn0015610","K07A1.12","WBGene00003036",1
"6015","FBgn0015610","K07A1.11","WBGene00004312",1
"6016","FBgn0035879","F01G12.6","WBGene00017171",1
"6018","FBgn0039915","T03F7.1","WBGene00004910",1
"6019","FBgn0033708","F55H12.1","WBGene00004901",8
"6020","FBgn0033708","ZK1010.9","WBGene00004906",8
"6021","FBgn0033708","Y46G5A.30","WBGene00004904",8
"6022","FBgn0033708","C49C3.1","WBGene00004908",8
"6023","FBgn0033708","T25B6.7","WBGene00004911",8
"6024","FBgn0034381","F55H12.1","WBGene00004901",8
"6025","FBgn0034381","ZK1010.9","WBGene00004906",8
"6026","FBgn0034381","Y46G5A.30","WBGene00004904",8
"6027","FBgn0034381","C49C3.1","WBGene00004908",8
"6028","FBgn0034381","T25B6.7","WBGene00004911",8
"6029","FBgn0033443","F55H12.1","WBGene00004901",8
"6030","FBgn0033443","ZK1010.9","WBGene00004906",8
"6031","FBgn0033443","Y46G5A.30","WBGene00004904",8
"6032","FBgn0033443","C49C3.1","WBGene00004908",8
"6033","FBgn0033443","T25B6.7","WBGene00004911",8
"6034","FBgn0035969","F55H12.1","WBGene00004901",8
"6035","FBgn0035969","ZK1010.9","WBGene00004906",8
"6036","FBgn0035969","Y46G5A.30","WBGene00004904",8
"6037","FBgn0035969","C49C3.1","WBGene00004908",8
"6038","FBgn0035969","T25B6.7","WBGene00004911",8
"6039","FBgn0028886","F55H12.1","WBGene00004901",8
"6040","FBgn0028886","ZK1010.9","WBGene00004906",8
"6041","FBgn0028886","Y46G5A.30","WBGene00004904",8
"6042","FBgn0028886","C49C3.1","WBGene00004908",8
"6043","FBgn0028886","T25B6.7","WBGene00004911",8
"6044","FBgn0029762","F55H12.1","WBGene00004901",8
"6045","FBgn0029762","ZK1010.9","WBGene00004906",8
"6046","FBgn0029762","Y46G5A.30","WBGene00004904",8
"6047","FBgn0029762","C49C3.1","WBGene00004908",8
"6048","FBgn0029762","T25B6.7","WBGene00004911",8
"6049","FBgn0027660","F55H12.1","WBGene00004901",8
"6050","FBgn0027660","ZK1010.9","WBGene00004906",8
"6051","FBgn0027660","Y46G5A.30","WBGene00004904",8
"6052","FBgn0027660","C49C3.1","WBGene00004908",8
"6053","FBgn0027660","T25B6.7","WBGene00004911",8
"6054","FBgn0031934","F55H12.1","WBGene00004901",8
"6055","FBgn0031934","ZK1010.9","WBGene00004906",8
"6056","FBgn0031934","Y46G5A.30","WBGene00004904",8
"6057","FBgn0031934","C49C3.1","WBGene00004908",8
"6058","FBgn0031934","T25B6.7","WBGene00004911",8
"6059","FBgn0039625","Y73E7A.7","WBGene00000269",2
"6060","FBgn0027538","Y73E7A.7","WBGene00000269",2
"6061","FBgn0039258","R10E11.4","WBGene00005021",1
"6062","FBgn0029502","ZC395.2","WBGene00000536",1
"6063","FBgn0261647","C41D11.3","WBGene00016562",1
"6064","FBgn0039726","ZK1098.4","WBGene00014221",1
"6065","FBgn0036107","F45G2.10","WBGene00009736",1
"6066","FBgn0259225","T04D3.3","WBGene00011433",1
"6067","FBgn0004087","C36B1.7","WBGene00007974",1
"6068","FBgn0037436","F56E3.4","WBGene00001400",1
"6069","FBgn0037436","F44G3.9","WBGene00003701",1
"6070","FBgn0037436","Y38F2AL.5","WBGene00021417",1
"6071","FBgn0014859","C48D5.1","WBGene00003605",1
"6072","FBgn0032154","F46G11.1","WBGene00018514",1
"6073","FBgn0034059","R05D11.5","WBGene00011033",1
"6074","FBgn0010905","C43E11.6","WBGene00003516",1
"6075","FBgn0033656","Y56A3A.2","WBGene00013225",1
"6076","FBgn0028691","T06D8.8","WBGene00004465",1
"6077","FBgn0037834","Y113G7B.17","WBGene00013766",1
"6078","FBgn0028400","T23H2.2","WBGene00004924",1
"6079","FBgn0030230","F37A4.7","WBGene00004316",1
"6081","FBgn0261090","C08G5.4","WBGene00004926",1
"6082","FBgn0033539","F14F3.2","WBGene00008805",1
"6083","FBgn0039911","C18H9.7","WBGene00004507",1
"6084","FBgn0039291","C13F10.5","WBGene00015744",1
"6085","FBgn0030960","Y69A2AR.7","WBGene00022078",1
"6086","FBgn0032791","C43E11.7","WBGene00003584",3
"6087","FBgn0032787","C43E11.7","WBGene00003584",3
"6088","FBgn0032790","C43E11.7","WBGene00003584",3
"6089","FBgn0032292","Y62E10A.10","WBGene00013378",1
"6090","FBgn0014870","C06G4.1","WBGene00015557",1
"6091","FBgn0014870","C36E6.1","WBGene00016489",1
"6092","FBgn0014870","M01A10.1","WBGene00019692",1
"6093","FBgn0014870","C12D8.1","WBGene00007534",1
"6094","FBgn0014870","ZK418.9","WBGene00022738",1
"6095","FBgn0034527","D2030.9","WBGene00008419",1
"6096","FBgn0000964","F45H11.6","WBGene00077521",1
"6097","FBgn0037376","M03C11.4","WBGene00044069",1
"6098","FBgn0025463","ZK1128.5","WBGene00044072",1
"6099","FBgn0025463","C18E3.2","WBGene00015971",1
"6100","FBgn0050443","Y59A8B.13","WBGene00013350",1
"6101","FBgn0022153","D1007.15","WBGene00017010",1
"6102","FBgn0036853","F43C1.6","WBGene00023422",1
"6103","FBgn0038814","F35D2.4","WBGene00018042",1
"6104","FBgn0032486","W03F8.3","WBGene00020993",1
"6105","FBgn0031776","C08F8.1","WBGene00007443",1
"6106","FBgn0011277","C43H6.8","WBGene00001959",1
"6107","FBgn0032597","F10G8.6","WBGene00008664",1
"6109","FBgn0030662","T24D1.1","WBGene00005023",1
"6110","FBgn0010421","Y39B6A.36","WBGene00012694",1
"6111","FBgn0033052","D2013.8","WBGene00004744",1
"6112","FBgn0050115","F32F2.1","WBGene00009337",1
"6113","FBgn0259743","C11D9.1","WBGene00015704",1
"6114","FBgn0051249","E02H1.5","WBGene00008457",1
"6115","FBgn0038578","Y113G7B.18","WBGene00007017",1
"6116","FBgn0024811","Y41D4B.13","WBGene00000416",1
"6117","FBgn0032664","Y40B1B.8","WBGene00012740",2
"6118","FBgn0030717","Y40B1B.8","WBGene00012740",2
"6119","FBgn0030572","Y55F3AM.1","WBGene00021920",1
"6120","FBgn0016726","B0513.3","WBGene00004443",1
"6121","FBgn0014417","K09E4.4","WBGene00010722",1
"6122","FBgn0036548","Y46G5A.4","WBGene00012896",1
"6123","FBgn0002905","W03A3.2","WBGene00020964",1
"6124","FBgn0038344","Y54E2A.4","WBGene00013189",1
"6125","FBgn0002899","Y55B1AL.3","WBGene00021905",1
"6126","FBgn0035766","F08F8.4","WBGene00017269",1
"6127","FBgn0016081","F21H11.2","WBGene00004728",1
"6128","FBgn0030878","C16A3.4","WBGene00015809",1
"6129","FBgn0002780","K07H8.10","WBGene00019510",1
"6130","FBgn0014024","B0035.12","WBGene00007111",1
"6131","FBgn0023216","F20C5.1","WBGene00004051",1
"6132","FBgn0023216","H23L24.5","WBGene00004052",1
"6133","FBgn0034223","B0496.8","WBGene00015217",1
"6134","FBgn0011290","Y56A3A.4","WBGene00006396",2
"6135","FBgn0031623","Y56A3A.4","WBGene00006396",2
"6136","FBgn0028894","Y50D7A.10","WBGene00021758",1
"6137","FBgn0032447","Y57G11C.22","WBGene00013317",1
"6138","FBgn0030678","ZK1010.2","WBGene00014176",1
"6139","FBgn0033735","F09E5.3","WBGene00017283",1
"6140","FBgn0017482","Y38F1A.6","WBGene00012608",1
"6141","FBgn0259214","W09C2.3","WBGene00003151",1
"6142","FBgn0259214","R05C11.3","WBGene00019875",1
"6143","FBgn0259214","Y67D8C.10","WBGene00003153",1
"6144","FBgn0259113","Y47D3A.29","WBGene00012936",1
"6145","FBgn0036372","K08E3.4","WBGene00010664",1
"6146","FBgn0010288","Y40G12A.2","WBGene00006722",1
"6147","FBgn0010288","Y40G12A.1","WBGene00006723",1
"6148","FBgn0010288","F46E10.8","WBGene00006721",1
"6149","FBgn0041105","K11G9.4","WBGene00001210",2
"6150","FBgn0028999","K11G9.4","WBGene00001210",2
"6151","FBgn0019637","B0035.11","WBGene00007110",2
"6152","FBgn0038773","B0035.11","WBGene00007110",2
"6153","FBgn0022772","Y39A1A.12","WBGene00012650",1
"6154","FBgn0037377","JC8.7","WBGene00010439",1
"6155","FBgn0011211","H28O16.1","WBGene00010419",1
"6156","FBgn0011211","T26E3.7","WBGene00012040",1
"6157","FBgn0036761","Y71H2B.6","WBGene00007019",1
"6158","FBgn0005648","C17E4.5","WBGene00003904",1
"6159","FBgn0005648","T08B6.1","WBGene00020351",1
"6160","FBgn0005648","T08B6.5","WBGene00020354",1
"6161","FBgn0005648","EEED8.12","WBGene00017140",1
"6162","FBgn0005648","EEED8.4","WBGene00017135",1
"6163","FBgn0040087","K09B11.9","WBGene00010713",2
"6164","FBgn0031070","K09B11.9","WBGene00010713",2
"6165","FBgn0037819","Y105C5B.9","WBGene00013650",1
"6166","FBgn0010213","F10D11.1","WBGene00004931",1
"6167","FBgn0010213","C08A9.1","WBGene00004932",1
"6168","FBgn0019985","ZC506.4","WBGene00003232",1
"6169","FBgn0039219","Y37E11AL.7","WBGene00003129",1
"6170","FBgn0037758","T23B12.6","WBGene00020721",1
"6171","FBgn0027532","F26A1.14","WBGene00017812",1
"6172","FBgn0004654","T25B9.9","WBGene00012015",1
"6173","FBgn0037878","T24H10.3","WBGene00001041",1
"6174","FBgn0030792","Y116A8C.10","WBGene00013790",2
"6175","FBgn0031460","Y116A8C.10","WBGene00013790",2
"6176","FBgn0031977","B0464.7","WBGene00000235",1
"6177","FBgn0030406","ZK856.9","WBGene00006489",1
"6178","FBgn0027596","T22D2.1","WBGene00006882",1
"6179","FBgn0031585","VW02B12L.3","WBGene00012156",4
"6180","FBgn0031585","Y59A8B.9","WBGene00007062",4
"6181","FBgn0031585","Y59A8B.7","WBGene00013344",4
"6182","FBgn0051907","VW02B12L.3","WBGene00012156",4
"6183","FBgn0051907","Y59A8B.9","WBGene00007062",4
"6184","FBgn0051907","Y59A8B.7","WBGene00013344",4
"6185","FBgn0030191","VW02B12L.3","WBGene00012156",4
"6186","FBgn0030191","Y59A8B.9","WBGene00007062",4
"6187","FBgn0030191","Y59A8B.7","WBGene00013344",4
"6188","FBgn0034403","VW02B12L.3","WBGene00012156",4
"6189","FBgn0034403","Y59A8B.9","WBGene00007062",4
"6190","FBgn0034403","Y59A8B.7","WBGene00013344",4
"6191","FBgn0032430","ZC376.5","WBGene00006613",1
"6192","FBgn0029079","C01F6.8","WBGene00002046",1
"6193","FBgn0015299","T13F2.2","WBGene00011743",1
"6194","FBgn0037801","R12C12.1","WBGene00020022",1
"6195","FBgn0004391","W10C6.1","WBGene00003133",1
"6196","FBgn0032214","C25D7.8","WBGene00007718",1
"6197","FBgn0002607","C09D4.5","WBGene00004431",1
"6198","FBgn0038805","F45E4.9","WBGene00001975",1
"6199","FBgn0003124","C14B9.4","WBGene00004042",1
"6200","FBgn0003124","F55G1.8","WBGene00004044",1
"6201","FBgn0003124","Y71F9B.7","WBGene00004043",1
"6202","FBgn0026371","F59E12.2","WBGene00006988",1
"6203","FBgn0038196","F13G3.10","WBGene00008768",1
"6204","FBgn0002526","K08C7.3","WBGene00001328",1
"6205","FBgn0261563","T22A3.8","WBGene00002248",1
"6206","FBgn0035603","B0035.4","WBGene00007107",1
"6207","FBgn0015296","F54A5.3","WBGene00018788",1
"6208","FBgn0032701","F25H8.2","WBGene00009132",1
"6209","FBgn0027279","F46F11.1","WBGene00018508",1
"6210","FBgn0042085","C08B11.3","WBGene00007433",1
"6211","FBgn0028399","R11H6.2","WBGene00011250",1
"6212","FBgn0028399","Y57E12AL.1","WBGene00021956",1
"6213","FBgn0032240","F32A5.7","WBGene00003078",1
"6214","FBgn0011232","T21C9.2","WBGene00006934",1
"6215","FBgn0031757","K07B1.3","WBGene00006729",3
"6216","FBgn0031758","K07B1.3","WBGene00006729",3
"6217","FBgn0030872","K07B1.3","WBGene00006729",3
"6218","FBgn0027610","K11G12.5","WBGene00019656",1
"6219","FBgn0035567","B0432.4","WBGene00015186",3
"6220","FBgn0035568","B0432.4","WBGene00015186",3
"6221","FBgn0039674","B0432.4","WBGene00015186",3
"6222","FBgn0036028","T07D4.2","WBGene00011579",1
"6223","FBgn0036028","K07C11.7","WBGene00019479",1
"6224","FBgn0036028","C25E10.12","WBGene00016101",1
"6225","FBgn0001087","W09G10.4","WBGene00000162",1
"6226","FBgn0039061","R03E9.4","WBGene00002149",3
"6227","FBgn0039061","M02A10.2","WBGene00002150",3
"6228","FBgn0039061","K04G11.5","WBGene00002151",3
"6229","FBgn0039081","R03E9.4","WBGene00002149",3
"6230","FBgn0039081","M02A10.2","WBGene00002150",3
"6231","FBgn0039081","K04G11.5","WBGene00002151",3
"6232","FBgn0032706","R03E9.4","WBGene00002149",3
"6233","FBgn0032706","M02A10.2","WBGene00002150",3
"6234","FBgn0032706","K04G11.5","WBGene00002151",3
"6235","FBgn0005585","Y38A10A.5","WBGene00000802",1
"6236","FBgn0030377","ZK632.6","WBGene00000567",3
"6237","FBgn0015622","ZK632.6","WBGene00000567",3
"6238","FBgn0030755","ZK632.6","WBGene00000567",3
"6239","FBgn0036640","C15H11.6","WBGene00003835",4
"6240","FBgn0036640","C15H11.3","WBGene00003834",4
"6243","FBgn0003321","C15H11.6","WBGene00003835",4
"6244","FBgn0003321","C15H11.3","WBGene00003834",4
"6245","FBgn0051501","C15H11.6","WBGene00003835",4
"6246","FBgn0051501","C15H11.3","WBGene00003834",4
"6247","FBgn0037301","C24G6.3","WBGene00016060",1
"6248","FBgn0030688","C43G2.5","WBGene00006621",1
"6249","FBgn0031441","F16B12.5","WBGene00008881",2
"6250","FBgn0037325","F16B12.5","WBGene00008881",2
"6251","FBgn0039908","R90.1","WBGene00011283",1
"6252","FBgn0027583","T25G12.7","WBGene00000993",1
"6253","FBgn0027583","C33E10.10","WBGene00016350",1
"6254","FBgn0032728","T16G12.5","WBGene00011806",1
"6255","FBgn0037714","F53F10.3","WBGene00018765",3
"6256","FBgn0037715","F53F10.3","WBGene00018765",3
"6257","FBgn0052832","F53F10.3","WBGene00018765",3
"6258","FBgn0039338","B0041.7","WBGene00006961",1
"6259","FBgn0002989","W06D4.6","WBGene00004298",1
"6260","FBgn0034976","C27B7.4","WBGene00007761",1
"6261","FBgn0000244","M01E11.7","WBGene00006508",1
"6262","FBgn0034299","R53.2","WBGene00011272",1
"6263","FBgn0026380","Y38A8.2","WBGene00003949",1
"6264","FBgn0015283","B0205.3","WBGene00004466",1
"6265","FBgn0013995","ZC168.1","WBGene00003568",1
"6266","FBgn0033326","C13D9.8","WBGene00003574",6
"6267","FBgn0033326","C13D9.7","WBGene00003573",6
"6268","FBgn0033326","Y97E10B.7","WBGene00003575",6
"6269","FBgn0033326","C07A9.4","WBGene00003571",6
"6270","FBgn0033326","C07A9.11","WBGene00003572",6
"6271","FBgn0033324","C13D9.8","WBGene00003574",6
"6272","FBgn0033324","C13D9.7","WBGene00003573",6
"6273","FBgn0033324","Y97E10B.7","WBGene00003575",6
"6274","FBgn0033324","C07A9.4","WBGene00003571",6
"6275","FBgn0033324","C07A9.11","WBGene00003572",6
"6276","FBgn0034156","C13D9.8","WBGene00003574",6
"6277","FBgn0034156","C13D9.7","WBGene00003573",6
"6278","FBgn0034156","Y97E10B.7","WBGene00003575",6
"6279","FBgn0034156","C07A9.4","WBGene00003571",6
"6280","FBgn0034156","C07A9.11","WBGene00003572",6
"6281","FBgn0033323","C13D9.8","WBGene00003574",6
"6282","FBgn0033323","C13D9.7","WBGene00003573",6
"6283","FBgn0033323","Y97E10B.7","WBGene00003575",6
"6284","FBgn0033323","C07A9.4","WBGene00003571",6
"6285","FBgn0033323","C07A9.11","WBGene00003572",6
"6286","FBgn0033599","C13D9.8","WBGene00003574",6
"6287","FBgn0033599","C13D9.7","WBGene00003573",6
"6288","FBgn0033599","Y97E10B.7","WBGene00003575",6
"6289","FBgn0033599","C07A9.4","WBGene00003571",6
"6290","FBgn0033599","C07A9.11","WBGene00003572",6
"6291","FBgn0085191","C13D9.8","WBGene00003574",6
"6292","FBgn0085191","C13D9.7","WBGene00003573",6
"6293","FBgn0085191","Y97E10B.7","WBGene00003575",6
"6294","FBgn0085191","C07A9.4","WBGene00003571",6
"6295","FBgn0085191","C07A9.11","WBGene00003572",6
"6296","FBgn0250820","Y111B2A.20","WBGene00013740",1
"6297","FBgn0038524","M03F8.2","WBGene00004206",1
"6298","FBgn0036695","F54E7.1","WBGene00018827",1
"6299","FBgn0025629","W02B12.10","WBGene00012205",1
"6300","FBgn0260407","ZK1098.7","WBGene00014224",1
"6301","FBgn0039537","C45B11.3","WBGene00000981",1
"6302","FBgn0039537","C17G10.8","WBGene00000970",1
"6303","FBgn0011230","C44E4.7","WBGene00016656",1
"6304","FBgn0011230","C44E4.1","WBGene00016650",1
"6305","FBgn0042650","F55C5.11","WBGene00044791",2
"6306","FBgn0000459","F55C5.11","WBGene00044791",2
"6307","FBgn0262579","F13B10.1","WBGene00006575",1
"6308","FBgn0035872","D1046.1","WBGene00008362",1
"6309","FBgn0036314","F11A10.2","WBGene00008683",1
"6310","FBgn0051202","D2030.1","WBGene00008411",2
"6311","FBgn0259170","D2030.1","WBGene00008411",2
"6312","FBgn0039634","ZC410.3","WBGene00013881",1
"6313","FBgn0039634","T03G11.4","WBGene00020197",1
"6314","FBgn0002921","B0365.3","WBGene00001137",1
"6315","FBgn0052174","T03F1.2","WBGene00000764",1
"6316","FBgn0034735","F52H3.2","WBGene00009944",1
"6317","FBgn0034495","K09H9.2","WBGene00019595",1
"6318","FBgn0259241","R17.3","WBGene00011269",1
"6319","FBgn0040512","F59E10.3","WBGene00010333",1
"6320","FBgn0034703","E02H1.3","WBGene00006473",1
"6321","FBgn0039348","F59E12.5","WBGene00019121",1
"6322","FBgn0039348","F59E12.4","WBGene00019120",1
"6323","FBgn0029736","C33F10.2","WBGene00016352",1
"6324","FBgn0054001","T22C1.4","WBGene00011915",1
"6325","FBgn0038976","R151.9","WBGene00020112",1
"6326","FBgn0000228","T04F8.6","WBGene00011444",1
"6327","FBgn0004915","W03F9.5","WBGene00006648",1
"6328","FBgn0000376","R151.8","WBGene00020111",1
"6329","FBgn0004797","H19N07.4","WBGene00010408",1
"6330","FBgn0037612","B0395.2","WBGene00007174",1
"6331","FBgn0036856","C38D4.9","WBGene00008008",1
"6332","FBgn0030734","C06A6.5","WBGene00015510",2
"6333","FBgn0030734","F42G8.7","WBGene00018358",2
"6334","FBgn0030734","C30H7.2","WBGene00016278",2
"6335","FBgn0037498","C06A6.5","WBGene00015510",2
"6336","FBgn0037498","F42G8.7","WBGene00018358",2
"6337","FBgn0037498","C30H7.2","WBGene00016278",2
"6338","FBgn0002622","C23G10.3","WBGene00004472",1
"6339","FBgn0035397","ZK632.7","WBGene00014015",1
"6340","FBgn0025808","F32A11.2","WBGene00001998",1
"6341","FBgn0037609","T07A5.2","WBGene00006785",1
"6342","FBgn0023518","T12D8.1","WBGene00011729",1
"6343","FBgn0040022","C26E6.9","WBGene00004782",1
"6344","FBgn0027085","ZK524.3","WBGene00003074",1
"6345","FBgn0001233","C47E8.5","WBGene00000915",1
