S1,S2,Value
FBgn0000473,C36A4.2,1
FBgn0000473,C36A4.6,1
FBgn0000473,F42A6.4,1
FBgn0039519,ZK1320.4,1
FBgn0039519,T10B9.8,1
FBgn0039519,F14F7.2,1
FBgn0039519,F14F7.3,1
FBgn0039519,T10B9.2,1
FBgn0039519,T10B9.1,1
FBgn0039519,T10B9.10,1
FBgn0039519,T10B9.5,1
FBgn0039519,T10B9.3,1
FBgn0039519,T10B9.7,1
FBgn0039519,T10B9.4,1
FBgn0039519,E03E2.1,1
FBgn0039519,K06G5.2,1
FBgn0039519,F02C12.5,1
FBgn0039519,K06B9.1,1
FBgn0039519,C36A4.3,1
FBgn0039519,C36A4.1,1
FBgn0039519,C36A4.2,1
FBgn0039519,C36A4.6,1
FBgn0039519,F42A6.4,1
FBgn0013772,ZK1320.4,1
FBgn0013772,T10B9.8,1
FBgn0013772,F14F7.2,1
FBgn0013772,F14F7.3,1
FBgn0013772,T10B9.2,1
FBgn0013772,T10B9.1,1
FBgn0013772,T10B9.10,1
FBgn0013772,T10B9.5,1
FBgn0013772,T10B9.3,1
FBgn0013772,T10B9.7,1
FBgn0013772,T10B9.4,1
FBgn0013772,E03E2.1,1
FBgn0013772,K06G5.2,1
FBgn0013772,F02C12.5,1
FBgn0013772,K06B9.1,1
FBgn0013772,C36A4.3,1
FBgn0013772,C36A4.1,1
FBgn0013772,C36A4.2,1
FBgn0013772,C36A4.6,1
FBgn0013772,F42A6.4,1
FBgn0033304,ZK1320.4,1
FBgn0033304,T10B9.8,1
FBgn0033304,F14F7.2,1
FBgn0033304,F14F7.3,1
FBgn0033304,T10B9.2,1
FBgn0033304,T10B9.1,1
FBgn0033304,T10B9.10,1
FBgn0033304,T10B9.5,1
FBgn0033304,T10B9.3,1
FBgn0033304,T10B9.7,1
FBgn0033304,T10B9.4,1
FBgn0033304,E03E2.1,1
FBgn0033304,K06G5.2,1
FBgn0033304,F02C12.5,1
FBgn0033304,K06B9.1,1
FBgn0033304,C36A4.3,1
FBgn0033304,C36A4.1,1
FBgn0033304,C36A4.2,1
FBgn0033304,C36A4.6,1
FBgn0033304,F42A6.4,1
FBgn0033121,ZK1320.4,1
FBgn0033121,T10B9.8,1
FBgn0033121,F14F7.2,1
FBgn0033121,F14F7.3,1
FBgn0033121,T10B9.2,1
FBgn0033121,T10B9.1,1
FBgn0033121,T10B9.10,1
FBgn0033121,T10B9.5,1
FBgn0033121,T10B9.3,1
FBgn0033121,T10B9.7,1
FBgn0033121,T10B9.4,1
FBgn0033121,E03E2.1,1
FBgn0033121,K06G5.2,1
FBgn0033121,F02C12.5,1
FBgn0033121,K06B9.1,1
FBgn0033121,C36A4.3,1
FBgn0033121,C36A4.1,1
FBgn0033121,C36A4.2,1
FBgn0033121,C36A4.6,1
FBgn0033121,F42A6.4,1
FBgn0033982,ZK1320.4,1
FBgn0033982,T10B9.8,1
FBgn0033982,F14F7.2,1
FBgn0033982,F14F7.3,1
FBgn0033982,T10B9.2,1
FBgn0033982,T10B9.1,1
FBgn0033982,T10B9.10,1
FBgn0033982,T10B9.5,1
FBgn0033982,T10B9.3,1
FBgn0033982,T10B9.7,1
FBgn0033982,T10B9.4,1
FBgn0033982,E03E2.1,1
FBgn0033982,K06G5.2,1
FBgn0033982,F02C12.5,1
FBgn0033982,K06B9.1,1
FBgn0033982,C36A4.3,1
FBgn0033982,C36A4.1,1
FBgn0033982,C36A4.2,1
FBgn0033982,C36A4.6,1
FBgn0033982,F42A6.4,1
FBgn0038194,ZK1320.4,1
FBgn0038194,T10B9.8,1
FBgn0038194,F14F7.2,1
FBgn0038194,F14F7.3,1
FBgn0038194,T10B9.2,1
FBgn0038194,T10B9.1,1
FBgn0038194,T10B9.10,1
FBgn0038194,T10B9.5,1
FBgn0038194,T10B9.3,1
FBgn0038194,T10B9.7,1
FBgn0038194,T10B9.4,1
FBgn0038194,E03E2.1,1
FBgn0038194,K06G5.2,1
FBgn0038194,F02C12.5,1
FBgn0038194,K06B9.1,1
FBgn0038194,C36A4.3,1
FBgn0038194,C36A4.1,1
FBgn0038194,C36A4.2,1
FBgn0038194,C36A4.6,1
FBgn0038194,F42A6.4,1
FBgn0039006,ZK1320.4,1
FBgn0039006,T10B9.8,1
FBgn0039006,F14F7.2,1
FBgn0039006,F14F7.3,1
FBgn0039006,T10B9.2,1
FBgn0039006,T10B9.1,1
FBgn0039006,T10B9.10,1
FBgn0039006,T10B9.5,1
FBgn0039006,T10B9.3,1
FBgn0039006,T10B9.7,1
FBgn0039006,T10B9.4,1
FBgn0039006,E03E2.1,1
FBgn0039006,K06G5.2,1
FBgn0039006,F02C12.5,1
FBgn0039006,K06B9.1,1
FBgn0039006,C36A4.3,1
FBgn0039006,C36A4.1,1
FBgn0039006,C36A4.2,1
FBgn0039006,C36A4.6,1
FBgn0039006,F42A6.4,1
FBgn0034756,ZK1320.4,1
FBgn0034756,T10B9.8,1
FBgn0034756,F14F7.2,1
FBgn0034756,F14F7.3,1
FBgn0034756,T10B9.2,1
FBgn0034756,T10B9.1,1
FBgn0034756,T10B9.10,1
FBgn0034756,T10B9.5,1
FBgn0034756,T10B9.3,1
FBgn0034756,T10B9.7,1
FBgn0034756,T10B9.4,1
FBgn0034756,E03E2.1,1
FBgn0034756,K06G5.2,1
FBgn0034756,F02C12.5,1
FBgn0034756,K06B9.1,1
FBgn0034756,C36A4.3,1
FBgn0034756,C36A4.1,1
FBgn0034756,C36A4.2,1
FBgn0034756,C36A4.6,1
FBgn0034756,F42A6.4,1
FBgn0033065,ZK1320.4,1
FBgn0033065,T10B9.8,1
FBgn0033065,F14F7.2,1
FBgn0033065,F14F7.3,1
FBgn0033065,T10B9.2,1
FBgn0033065,T10B9.1,1
FBgn0033065,T10B9.10,1
FBgn0033065,T10B9.5,1
FBgn0033065,T10B9.3,1
FBgn0033065,T10B9.7,1
FBgn0033065,T10B9.4,1
FBgn0033065,E03E2.1,1
FBgn0033065,K06G5.2,1
FBgn0033065,F02C12.5,1
FBgn0033065,K06B9.1,1
FBgn0033065,C36A4.3,1
FBgn0033065,C36A4.1,1
FBgn0033065,C36A4.2,1
FBgn0033065,C36A4.6,1
FBgn0033065,F42A6.4,1
FBgn0031126,ZK1320.4,1
FBgn0031126,T10B9.8,1
FBgn0031126,F14F7.2,1
FBgn0031126,F14F7.3,1
FBgn0031126,T10B9.2,1
FBgn0031126,T10B9.1,1
FBgn0031126,T10B9.10,1
FBgn0031126,T10B9.5,1
FBgn0031126,T10B9.3,1
FBgn0031126,T10B9.7,1
FBgn0031126,T10B9.4,1
FBgn0031126,E03E2.1,1
FBgn0031126,K06G5.2,1
FBgn0031126,F02C12.5,1
FBgn0031126,K06B9.1,1
FBgn0031126,C36A4.3,1
FBgn0031126,C36A4.1,1
FBgn0031126,C36A4.2,1
FBgn0031126,C36A4.6,1
FBgn0031126,F42A6.4,1
FBgn0025454,ZK1320.4,1
FBgn0025454,T10B9.8,1
FBgn0025454,F14F7.2,1
FBgn0025454,F14F7.3,1
FBgn0025454,T10B9.2,1
FBgn0025454,T10B9.1,1
FBgn0025454,T10B9.10,1
FBgn0025454,T10B9.5,1
FBgn0025454,T10B9.3,1
FBgn0025454,T10B9.7,1
FBgn0025454,T10B9.4,1
FBgn0025454,E03E2.1,1
FBgn0025454,K06G5.2,1
FBgn0025454,F02C12.5,1
FBgn0025454,K06B9.1,1
FBgn0025454,C36A4.3,1
FBgn0025454,C36A4.1,1
FBgn0025454,C36A4.2,1
FBgn0025454,C36A4.6,1
FBgn0025454,F42A6.4,1
FBgn0031182,ZK1320.4,1
FBgn0031182,T10B9.8,1
FBgn0031182,F14F7.2,1
FBgn0031182,F14F7.3,1
FBgn0031182,T10B9.2,1
FBgn0031182,T10B9.1,1
FBgn0031182,T10B9.10,1
FBgn0031182,T10B9.5,1
FBgn0031182,T10B9.3,1
FBgn0031182,T10B9.7,1
FBgn0031182,T10B9.4,1
FBgn0031182,E03E2.1,1
FBgn0031182,K06G5.2,1
FBgn0031182,F02C12.5,1
FBgn0031182,K06B9.1,1
FBgn0031182,C36A4.3,1
FBgn0031182,C36A4.1,1
FBgn0031182,C36A4.2,1
FBgn0031182,C36A4.6,1
FBgn0031182,F42A6.4,1
FBgn0033697,ZK1320.4,1
FBgn0033697,T10B9.8,1
FBgn0033697,F14F7.2,1
FBgn0033697,F14F7.3,1
FBgn0033697,T10B9.2,1
FBgn0033697,T10B9.1,1
FBgn0033697,T10B9.10,1
FBgn0033697,T10B9.5,1
FBgn0033697,T10B9.3,1
FBgn0033697,T10B9.7,1
FBgn0033697,T10B9.4,1
FBgn0033697,E03E2.1,1
FBgn0033697,K06G5.2,1
FBgn0033697,F02C12.5,1
FBgn0033697,K06B9.1,1
FBgn0033697,C36A4.3,1
FBgn0033697,C36A4.1,1
FBgn0033697,C36A4.2,1
FBgn0033697,C36A4.6,1
FBgn0033697,F42A6.4,1
FBgn0033696,ZK1320.4,1
FBgn0033696,T10B9.8,1
FBgn0033696,F14F7.2,1
FBgn0033696,F14F7.3,1
FBgn0033696,T10B9.2,1
FBgn0033696,T10B9.1,1
FBgn0033696,T10B9.10,1
FBgn0033696,T10B9.5,1
FBgn0033696,T10B9.3,1
FBgn0033696,T10B9.7,1
FBgn0033696,T10B9.4,1
FBgn0033696,E03E2.1,1
FBgn0033696,K06G5.2,1
FBgn0033696,F02C12.5,1
FBgn0033696,K06B9.1,1
FBgn0033696,C36A4.3,1
FBgn0033696,C36A4.1,1
FBgn0033696,C36A4.2,1
FBgn0033696,C36A4.6,1
FBgn0033696,F42A6.4,1
FBgn0015038,ZK1320.4,1
FBgn0015038,T10B9.8,1
FBgn0015038,F14F7.2,1
FBgn0015038,F14F7.3,1
FBgn0015038,T10B9.2,1
FBgn0015038,T10B9.1,1
FBgn0015038,T10B9.10,1
FBgn0015038,T10B9.5,1
FBgn0015038,T10B9.3,1
FBgn0015038,T10B9.7,1
FBgn0015038,T10B9.4,1
FBgn0015038,E03E2.1,1
FBgn0015038,K06G5.2,1
FBgn0015038,F02C12.5,1
FBgn0015038,K06B9.1,1
FBgn0015038,C36A4.3,1
FBgn0015038,C36A4.1,1
FBgn0015038,C36A4.2,1
FBgn0015038,C36A4.6,1
FBgn0015038,F42A6.4,1
FBgn0015039,ZK1320.4,1
FBgn0015039,T10B9.8,1
FBgn0015039,F14F7.2,1
FBgn0015039,F14F7.3,1
FBgn0015039,T10B9.2,1
FBgn0015039,T10B9.1,1
FBgn0015039,T10B9.10,1
FBgn0015039,T10B9.5,1
FBgn0015039,T10B9.3,1
FBgn0015039,T10B9.7,1
FBgn0015039,T10B9.4,1
FBgn0015039,E03E2.1,1
FBgn0015039,K06G5.2,1
FBgn0015039,F02C12.5,1
FBgn0015039,K06B9.1,1
FBgn0015039,C36A4.3,1
FBgn0015039,C36A4.1,1
FBgn0015039,C36A4.2,1
FBgn0015039,C36A4.6,1
FBgn0015039,F42A6.4,1
FBgn0038037,ZK1320.4,1
FBgn0038037,T10B9.8,1
FBgn0038037,F14F7.2,1
FBgn0038037,F14F7.3,1
FBgn0038037,T10B9.2,1
FBgn0038037,T10B9.1,1
FBgn0038037,T10B9.10,1
FBgn0038037,T10B9.5,1
FBgn0038037,T10B9.3,1
FBgn0038037,T10B9.7,1
FBgn0038037,T10B9.4,1
FBgn0038037,E03E2.1,1
FBgn0038037,K06G5.2,1
FBgn0038037,F02C12.5,1
FBgn0038037,K06B9.1,1
FBgn0038037,C36A4.3,1
FBgn0038037,C36A4.1,1
FBgn0038037,C36A4.2,1
FBgn0038037,C36A4.6,1
FBgn0038037,F42A6.4,1
FBgn0033775,ZK1320.4,1
FBgn0033775,T10B9.8,1
FBgn0033775,F14F7.2,1
FBgn0033775,F14F7.3,1
FBgn0033775,T10B9.2,1
FBgn0033775,T10B9.1,1
FBgn0033775,T10B9.10,1
FBgn0033775,T10B9.5,1
FBgn0033775,T10B9.3,1
FBgn0033775,T10B9.7,1
FBgn0033775,T10B9.4,1
FBgn0033775,E03E2.1,1
FBgn0033775,K06G5.2,1
FBgn0033775,F02C12.5,1
FBgn0033775,K06B9.1,1
FBgn0033775,C36A4.3,1
FBgn0033775,C36A4.1,1
FBgn0033775,C36A4.2,1
FBgn0033775,C36A4.6,1
FBgn0033775,F42A6.4,1
FBgn0015040,ZK1320.4,1
FBgn0015040,T10B9.8,1
FBgn0015040,F14F7.2,1
FBgn0015040,F14F7.3,1
FBgn0015040,T10B9.2,1
FBgn0015040,T10B9.1,1
FBgn0015040,T10B9.10,1
FBgn0015040,T10B9.5,1
FBgn0015040,T10B9.3,1
FBgn0015040,T10B9.7,1
FBgn0015040,T10B9.4,1
FBgn0015040,E03E2.1,1
FBgn0015040,K06G5.2,1
FBgn0015040,F02C12.5,1
FBgn0015040,K06B9.1,1
FBgn0015040,C36A4.3,1
FBgn0015040,C36A4.1,1
FBgn0015040,C36A4.2,1
FBgn0015040,C36A4.6,1
FBgn0015040,F42A6.4,1
FBgn0031688,ZK1320.4,1
FBgn0031688,T10B9.8,1
FBgn0031688,F14F7.2,1
FBgn0031688,F14F7.3,1
FBgn0031688,T10B9.2,1
FBgn0031688,T10B9.1,1
FBgn0031688,T10B9.10,1
FBgn0031688,T10B9.5,1
FBgn0031688,T10B9.3,1
FBgn0031688,T10B9.7,1
FBgn0031688,T10B9.4,1
FBgn0031688,E03E2.1,1
FBgn0031688,K06G5.2,1
FBgn0031688,F02C12.5,1
FBgn0031688,K06B9.1,1
FBgn0031688,C36A4.3,1
FBgn0031688,C36A4.1,1
FBgn0031688,C36A4.2,1
FBgn0031688,C36A4.6,1
FBgn0031688,F42A6.4,1
FBgn0031689,ZK1320.4,1
FBgn0031689,T10B9.8,1
FBgn0031689,F14F7.2,1
FBgn0031689,F14F7.3,1
FBgn0031689,T10B9.2,1
FBgn0031689,T10B9.1,1
FBgn0031689,T10B9.10,1
FBgn0031689,T10B9.5,1
FBgn0031689,T10B9.3,1
FBgn0031689,T10B9.7,1
FBgn0031689,T10B9.4,1
FBgn0031689,E03E2.1,1
FBgn0031689,K06G5.2,1
FBgn0031689,F02C12.5,1
FBgn0031689,K06B9.1,1
FBgn0031689,C36A4.3,1
FBgn0031689,C36A4.1,1
FBgn0031689,C36A4.2,1
FBgn0031689,C36A4.6,1
FBgn0031689,F42A6.4,1
FBgn0030339,ZK1320.4,1
FBgn0030339,T10B9.8,1
FBgn0030339,F14F7.2,1
FBgn0030339,F14F7.3,1
FBgn0030339,T10B9.2,1
FBgn0030339,T10B9.1,1
FBgn0030339,T10B9.10,1
FBgn0030339,T10B9.5,1
FBgn0030339,T10B9.3,1
FBgn0030339,T10B9.7,1
FBgn0030339,T10B9.4,1
FBgn0030339,E03E2.1,1
FBgn0030339,K06G5.2,1
FBgn0030339,F02C12.5,1
FBgn0030339,K06B9.1,1
FBgn0030339,C36A4.3,1
FBgn0030339,C36A4.1,1
FBgn0030339,C36A4.2,1
FBgn0030339,C36A4.6,1
FBgn0030339,F42A6.4,1
FBgn0028940,ZK1320.4,1
FBgn0028940,T10B9.8,1
FBgn0028940,F14F7.2,1
FBgn0028940,F14F7.3,1
FBgn0028940,T10B9.2,1
FBgn0028940,T10B9.1,1
FBgn0028940,T10B9.10,1
FBgn0028940,T10B9.5,1
FBgn0028940,T10B9.3,1
FBgn0028940,T10B9.7,1
FBgn0028940,T10B9.4,1
FBgn0028940,E03E2.1,1
FBgn0028940,K06G5.2,1
FBgn0028940,F02C12.5,1
FBgn0028940,K06B9.1,1
FBgn0028940,C36A4.3,1
FBgn0028940,C36A4.1,1
FBgn0028940,C36A4.2,1
FBgn0028940,C36A4.6,1
FBgn0028940,F42A6.4,1
FBgn0041337,ZK1320.4,1
FBgn0041337,T10B9.8,1
FBgn0041337,F14F7.2,1
FBgn0041337,F14F7.3,1
FBgn0041337,T10B9.2,1
FBgn0041337,T10B9.1,1
FBgn0041337,T10B9.10,1
FBgn0041337,T10B9.5,1
FBgn0041337,T10B9.3,1
FBgn0041337,T10B9.7,1
FBgn0041337,T10B9.4,1
FBgn0041337,E03E2.1,1
FBgn0041337,K06G5.2,1
FBgn0041337,F02C12.5,1
FBgn0041337,K06B9.1,1
FBgn0041337,C36A4.3,1
FBgn0041337,C36A4.1,1
FBgn0041337,C36A4.2,1
FBgn0041337,C36A4.6,1
FBgn0041337,F42A6.4,1
FBgn0031432,ZK1320.4,1
FBgn0031432,T10B9.8,1
FBgn0031432,F14F7.2,1
FBgn0031432,F14F7.3,1
FBgn0031432,T10B9.2,1
FBgn0031432,T10B9.1,1
FBgn0031432,T10B9.10,1
FBgn0031432,T10B9.5,1
FBgn0031432,T10B9.3,1
FBgn0031432,T10B9.7,1
FBgn0031432,T10B9.4,1
FBgn0031432,E03E2.1,1
FBgn0031432,K06G5.2,1
FBgn0031432,F02C12.5,1
FBgn0031432,K06B9.1,1
FBgn0031432,C36A4.3,1
FBgn0031432,C36A4.1,1
FBgn0031432,C36A4.2,1
FBgn0031432,C36A4.6,1
FBgn0031432,F42A6.4,1
FBgn0030949,ZK1320.4,1
FBgn0030949,T10B9.8,1
FBgn0030949,F14F7.2,1
FBgn0030949,F14F7.3,1
FBgn0030949,T10B9.2,1
FBgn0030949,T10B9.1,1
FBgn0030949,T10B9.10,1
FBgn0030949,T10B9.5,1
FBgn0030949,T10B9.3,1
FBgn0030949,T10B9.7,1
FBgn0030949,T10B9.4,1
FBgn0030949,E03E2.1,1
FBgn0030949,K06G5.2,1
FBgn0030949,F02C12.5,1
FBgn0030949,K06B9.1,1
FBgn0030949,C36A4.3,1
FBgn0030949,C36A4.1,1
FBgn0030949,C36A4.2,1
FBgn0030949,C36A4.6,1
FBgn0030949,F42A6.4,1
FBgn0038007,ZK1320.4,1
FBgn0038007,T10B9.8,1
FBgn0038007,F14F7.2,1
FBgn0038007,F14F7.3,1
FBgn0038007,T10B9.2,1
FBgn0038007,T10B9.1,1
FBgn0038007,T10B9.10,1
FBgn0038007,T10B9.5,1
FBgn0038007,T10B9.3,1
FBgn0038007,T10B9.7,1
FBgn0038007,T10B9.4,1
FBgn0038007,E03E2.1,1
FBgn0038007,K06G5.2,1
FBgn0038007,F02C12.5,1
FBgn0038007,K06B9.1,1
FBgn0038007,C36A4.3,1
FBgn0038007,C36A4.1,1
FBgn0038007,C36A4.2,1
FBgn0038007,C36A4.6,1
FBgn0038007,F42A6.4,1
FBgn0038006,ZK1320.4,1
FBgn0038006,T10B9.8,1
FBgn0038006,F14F7.2,1
FBgn0038006,F14F7.3,1
FBgn0038006,T10B9.2,1
FBgn0038006,T10B9.1,1
FBgn0038006,T10B9.10,1
FBgn0038006,T10B9.5,1
FBgn0038006,T10B9.3,1
FBgn0038006,T10B9.7,1
FBgn0038006,T10B9.4,1
FBgn0038006,E03E2.1,1
FBgn0038006,K06G5.2,1
FBgn0038006,F02C12.5,1
FBgn0038006,K06B9.1,1
FBgn0038006,C36A4.3,1
FBgn0038006,C36A4.1,1
FBgn0038006,C36A4.2,1
FBgn0038006,C36A4.6,1
FBgn0038006,F42A6.4,1
FBgn0038236,ZK1320.4,1
FBgn0038236,T10B9.8,1
FBgn0038236,F14F7.2,1
FBgn0038236,F14F7.3,1
FBgn0038236,T10B9.2,1
FBgn0038236,T10B9.1,1
FBgn0038236,T10B9.10,1
FBgn0038236,T10B9.5,1
FBgn0038236,T10B9.3,1
FBgn0038236,T10B9.7,1
FBgn0038236,T10B9.4,1
FBgn0038236,E03E2.1,1
FBgn0038236,K06G5.2,1
FBgn0038236,F02C12.5,1
FBgn0038236,K06B9.1,1
FBgn0038236,C36A4.3,1
FBgn0038236,C36A4.1,1
FBgn0038236,C36A4.2,1
FBgn0038236,C36A4.6,1
FBgn0038236,F42A6.4,1
FBgn0038005,ZK1320.4,1
FBgn0038005,T10B9.8,1
FBgn0038005,F14F7.2,1
FBgn0038005,F14F7.3,1
FBgn0038005,T10B9.2,1
FBgn0038005,T10B9.1,1
FBgn0038005,T10B9.10,1
FBgn0038005,T10B9.5,1
FBgn0038005,T10B9.3,1
FBgn0038005,T10B9.7,1
FBgn0038005,T10B9.4,1
FBgn0038005,E03E2.1,1
FBgn0038005,K06G5.2,1
FBgn0038005,F02C12.5,1
FBgn0038005,K06B9.1,1
FBgn0038005,C36A4.3,1
FBgn0038005,C36A4.1,1
FBgn0038005,C36A4.2,1
FBgn0038005,C36A4.6,1
FBgn0038005,F42A6.4,1
FBgn0038076,ZK1320.4,1
FBgn0038076,T10B9.8,1
FBgn0038076,F14F7.2,1
FBgn0038076,F14F7.3,1
FBgn0038076,T10B9.2,1
FBgn0038076,T10B9.1,1
FBgn0038076,T10B9.10,1
FBgn0038076,T10B9.5,1
FBgn0038076,T10B9.3,1
FBgn0038076,T10B9.7,1
FBgn0038076,T10B9.4,1
FBgn0038076,E03E2.1,1
FBgn0038076,K06G5.2,1
FBgn0038076,F02C12.5,1
FBgn0038076,K06B9.1,1
FBgn0038076,C36A4.3,1
FBgn0038076,C36A4.1,1
FBgn0038076,C36A4.2,1
FBgn0038076,C36A4.6,1
FBgn0038076,F42A6.4,1
FBgn0037601,ZK1320.4,1
FBgn0037601,T10B9.8,1
FBgn0037601,F14F7.2,1
FBgn0037601,F14F7.3,1
FBgn0037601,T10B9.2,1
FBgn0037601,T10B9.1,1
FBgn0037601,T10B9.10,1
FBgn0037601,T10B9.5,1
FBgn0037601,T10B9.3,1
FBgn0037601,T10B9.7,1
FBgn0037601,T10B9.4,1
FBgn0037601,E03E2.1,1
FBgn0037601,K06G5.2,1
FBgn0037601,F02C12.5,1
FBgn0037601,K06B9.1,1
FBgn0037601,C36A4.3,1
FBgn0037601,C36A4.1,1
FBgn0037601,C36A4.2,1
FBgn0037601,C36A4.6,1
FBgn0037601,F42A6.4,1
FBgn0030369,ZK1320.4,1
FBgn0030369,T10B9.8,1
FBgn0030369,F14F7.2,1
FBgn0030369,F14F7.3,1
FBgn0030369,T10B9.2,1
FBgn0030369,T10B9.1,1
FBgn0030369,T10B9.10,1
FBgn0030369,T10B9.5,1
FBgn0030369,T10B9.3,1
FBgn0030369,T10B9.7,1
FBgn0030369,T10B9.4,1
FBgn0030369,E03E2.1,1
FBgn0030369,K06G5.2,1
FBgn0030369,F02C12.5,1
FBgn0030369,K06B9.1,1
FBgn0030369,C36A4.3,1
FBgn0030369,C36A4.1,1
FBgn0030369,C36A4.2,1
FBgn0030369,C36A4.6,1
FBgn0030369,F42A6.4,1
FBgn0035790,ZK1320.4,1
FBgn0035790,T10B9.8,1
FBgn0035790,F14F7.2,1
FBgn0035790,F14F7.3,1
FBgn0035790,T10B9.2,1
FBgn0035790,T10B9.1,1
FBgn0035790,T10B9.10,1
FBgn0035790,T10B9.5,1
FBgn0035790,T10B9.3,1
FBgn0035790,T10B9.7,1
FBgn0035790,T10B9.4,1
FBgn0035790,E03E2.1,1
FBgn0035790,K06G5.2,1
FBgn0035790,F02C12.5,1
FBgn0035790,K06B9.1,1
FBgn0035790,C36A4.3,1
FBgn0035790,C36A4.1,1
FBgn0035790,C36A4.2,1
FBgn0035790,C36A4.6,1
FBgn0035790,F42A6.4,1
FBgn0030367,ZK1320.4,1
FBgn0030367,T10B9.8,1
FBgn0030367,F14F7.2,1
FBgn0030367,F14F7.3,1
FBgn0030367,T10B9.2,1
FBgn0030367,T10B9.1,1
FBgn0030367,T10B9.10,1
FBgn0030367,T10B9.5,1
FBgn0030367,T10B9.3,1
FBgn0030367,T10B9.7,1
FBgn0030367,T10B9.4,1
FBgn0030367,E03E2.1,1
FBgn0030367,K06G5.2,1
FBgn0030367,F02C12.5,1
FBgn0030367,K06B9.1,1
FBgn0030367,C36A4.3,1
FBgn0030367,C36A4.1,1
FBgn0030367,C36A4.2,1
FBgn0030367,C36A4.6,1
FBgn0030367,F42A6.4,1
FBgn0053147,F40H3.5,1
FBgn0047135,T09A12.5,1
FBgn0047135,F59F4.2,1
FBgn0022097,F55H2.2,1
FBgn0033706,F55H2.2,1
FBgn0040377,F55H2.2,1
FBgn0024238,Y104H12BR.1,1
FBgn0028667,R10E11.2,1
FBgn0028667,Y38F2AL.4,1
FBgn0028667,R10E11.8,1
FBgn0028668,R10E11.2,1
FBgn0028668,Y38F2AL.4,1
FBgn0028668,R10E11.8,1
FBgn0032294,R10E11.2,1
FBgn0032294,Y38F2AL.4,1
FBgn0032294,R10E11.8,1
FBgn0262513,R10E11.2,1
FBgn0262513,Y38F2AL.4,1
FBgn0262513,R10E11.8,1
FBgn0003515,Y47D3A.11,1
FBgn0003515,C10C6.5,1
FBgn0003515,C16C10.12,1
FBgn0003515,T26A5.1,1
FBgn0003996,Y42G9A.6,1
FBgn0003996,C05D10.3,1
FBgn0003996,F02E11.1,1
FBgn0250814,T10B10.2,1
FBgn0250814,T24C4.1,1
FBgn0250814,VW06B3R.1,1
FBgn0033235,Y71G12B.24,1
FBgn0014023,B0261.4,1
FBgn0014427,F26H9.5,1
FBgn0040793,C33G8.3,1
FBgn0029084,C33G8.3,1
FBgn0001078,F11C1.6,1
FBgn0030915,R05G6.4,1
FBgn0261361,R13A5.1,1
FBgn0262516,R13A5.1,1
FBgn0259150,F45F2.6,1
FBgn0259150,D1065.1,1
FBgn0259150,F45F2.1,1
FBgn0259150,F45F2.7,1
FBgn0259150,H19J13.1,1
FBgn0031514,F45F2.6,1
FBgn0031514,D1065.1,1
FBgn0031514,F45F2.1,1
FBgn0031514,F45F2.7,1
FBgn0031514,H19J13.1,1
FBgn0259994,F45F2.6,1
FBgn0259994,D1065.1,1
FBgn0259994,F45F2.1,1
FBgn0259994,F45F2.7,1
FBgn0259994,H19J13.1,1
FBgn0037567,T21B6.5,1
FBgn0037567,C50F4.14,1
FBgn0037329,ZK652.10,1
FBgn0037280,R01H10.6,1
FBgn0034503,Y62F5A.1,1
FBgn0032822,C30B5.4,1
FBgn0030196,Y65B4BR.8,1
FBgn0010015,C02F4.2,1
FBgn0030758,C02F4.2,1
FBgn0011826,C02F4.2,1
FBgn0035534,R12E2.12,1
FBgn0035440,F42A8.3,1
FBgn0038234,B0303.15,1
FBgn0001105,F13D12.7,1
FBgn0039252,ZK550.3,1
FBgn0002542,F54E12.2,1
FBgn0002542,Y113G7B.14,1
FBgn0002542,F59A7.8,1
FBgn0002542,T23H2.3,1
FBgn0037531,F54E12.2,1
FBgn0037531,Y113G7B.14,1
FBgn0037531,F59A7.8,1
FBgn0037531,T23H2.3,1
FBgn0037987,Y94H6A.6,1
FBgn0029996,Y94H6A.6,1
FBgn0032827,Y39A1A.22,1
FBgn0029679,Y39A1A.22,1
FBgn0030890,Y39A1A.22,1
FBgn0035649,Y39A1A.22,1
FBgn0033379,Y39B6A.14,1
FBgn0038432,T12B3.3,1
FBgn0038432,F55C5.2,1
FBgn0038432,T22G5.1,1
FBgn0038432,ZC155.4,1
FBgn0038432,T09B9.3,1
FBgn0039233,C43E11.9,1
FBgn0260855,F55A4.1,1
FBgn0013751,ZC64.4,1
FBgn0052105,K03E6.1,1
FBgn0036274,K03E6.1,1
FBgn0019932,F47G4.7,1
FBgn0032251,H21P03.2,1
FBgn0039518,Y54E10BR.1,1
FBgn0039010,Y54E10BR.1,1
FBgn0037915,Y54E10BR.1,1
FBgn0037916,Y54E10BR.1,1
FBgn0033479,Y54E10BR.1,1
FBgn0028554,Y57G11A.5,1
FBgn0028554,C33H5.12,1
FBgn0004607,ZC123.3,1
FBgn0052743,C48B6.6,1
FBgn0004855,Y97E10AR.5,1
FBgn0039544,Y56A3A.33,1
FBgn0039544,F52C9.8,1
FBgn0035707,C05C8.5,1
FBgn0003277,F36A4.7,1
FBgn0038961,B0564.7,1
FBgn0028916,Y105E8A.10,1
FBgn0028916,R08F11.1,1
FBgn0052344,Y94H6A.5,1
FBgn0032702,T19C3.8,1
